timestamp,district,file_type,status,filename,output_folder,source_url,details
2026-07-23T16:52:29,Gadag,KML File,SUCCESS,08 Gadag.zip,E:\KSRSAC files\Hobli Boundaries\Gadag\KML Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/KML/08_Gadag.zip,Extracted 1 file(s)
2026-07-23T16:52:35,Hassan,PDF File,SUCCESS,23 Hassan.zip,E:\KSRSAC files\Hobli Boundaries\Hassan\PDF Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/PDF/23_Hassan.zip,Extracted 1 file(s)
2026-07-23T16:52:39,Hassan,Shape File,SUCCESS,23 Hassan.zip,E:\KSRSAC files\Hobli Boundaries\Hassan\Shape Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/Shapefiles/23_Hassan.zip,Extracted 7 file(s)
2026-07-23T16:52:44,Hassan,KML File,SUCCESS,23 Hassan.zip,E:\KSRSAC files\Hobli Boundaries\Hassan\KML Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/KML/23_Hassan.zip,Extracted 1 file(s)
2026-07-23T16:53:03,Haveri,PDF File,SUCCESS,11 Haveri.zip,E:\KSRSAC files\Hobli Boundaries\Haveri\PDF Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/PDF/11_Haveri.zip,Extracted 1 file(s)
2026-07-23T16:53:08,Haveri,Shape File,SUCCESS,11 Haveri.zip,E:\KSRSAC files\Hobli Boundaries\Haveri\Shape Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/Shapefiles/11_Haveri.zip,Extracted 7 file(s)
2026-07-23T16:53:13,Haveri,KML File,SUCCESS,11 Haveri.zip,E:\KSRSAC files\Hobli Boundaries\Haveri\KML Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/KML/11_Haveri.zip,Extracted 1 file(s)
2026-07-23T16:53:18,Kalaburgi,PDF File,SUCCESS,04 Kalaburgi.zip,E:\KSRSAC files\Hobli Boundaries\Kalaburgi\PDF Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/PDF/04_Kalaburgi.zip,Extracted 1 file(s)
2026-07-23T16:53:23,Kalaburgi,Shape File,SUCCESS,04 Kalaburgi.zip,E:\KSRSAC files\Hobli Boundaries\Kalaburgi\Shape Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/Shapefiles/04_Kalaburgi.zip,Extracted 7 file(s)
2026-07-23T16:53:27,Kalaburgi,KML File,SUCCESS,04 Kalaburgi.zip,E:\KSRSAC files\Hobli Boundaries\Kalaburgi\KML Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/KML/04_Kalaburgi.zip,Extracted 1 file(s)
2026-07-23T16:53:32,Kodagu,PDF File,SUCCESS,25 Kodagu.zip,E:\KSRSAC files\Hobli Boundaries\Kodagu\PDF Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/PDF/25_Kodagu.zip,Extracted 1 file(s)
2026-07-23T16:53:37,Kodagu,Shape File,SUCCESS,25 Kodagu.zip,E:\KSRSAC files\Hobli Boundaries\Kodagu\Shape Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/Shapefiles/25_Kodagu.zip,Extracted 7 file(s)
2026-07-23T16:53:42,Kodagu,KML File,SUCCESS,25 Kodagu.zip,E:\KSRSAC files\Hobli Boundaries\Kodagu\KML Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/KML/25_Kodagu.zip,Extracted 1 file(s)
